drug	drug.id	drugname.standardized	target	method	dose	dose.unit	treatment.type	frequency	is.single	duration.day	file_name	file_checksum	file_last_modified_date	modelID.original	SampleID	passage	tissue	start_date	start_treatment_date	end_date	time	volume	patientID	sex	oncotree_code	primary_tumor_site	cancer_type_detailed	specimenID	tissue_tumor_normal_designation	primary_recurrence_metastasis	TNM_stage	specimen_collection_site	modelID	sample_class	host_strain_name	host_strain_nomenclature	engraftment_site	engraftment_type	engraftment_material	engraftment_material_status	pubmed_ID	model.type	modelID.parental	drug.alternativename	drug.original	dose.original	file_number	model.id	batch
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P601	6	lung	2015-07-15	2015-07-27	2015-08-17	0.0	121.19108976	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P601	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P601	6	lung	2015-07-15	2015-07-27	2015-08-17	4.0	106.87969604	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P601	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P601	6	lung	2015-07-15	2015-07-27	2015-08-17	7.0	158.1835554	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P601	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P601	6	lung	2015-07-15	2015-07-27	2015-08-17	11.0	199.267263	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P601	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P601	6	lung	2015-07-15	2015-07-27	2015-08-17	14.0	278.11990856	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P601	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P601	6	lung	2015-07-15	2015-07-27	2015-08-17	18.0	356.1284563199999	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P601	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P601	6	lung	2015-07-15	2015-07-27	2015-08-17	21.0	433.39609872	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P601	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P601	6	lung	2015-07-15	2015-07-27	2015-08-17	25.0	378.5005333200002	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P601	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P602	6	lung	2015-07-15	2015-07-27	2015-08-17	0.0	110.88856428	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P602	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P602	6	lung	2015-07-15	2015-07-27	2015-08-17	4.0	103.96321104	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P602	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P602	6	lung	2015-07-15	2015-07-27	2015-08-17	7.0	133.125408	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P602	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P602	6	lung	2015-07-15	2015-07-27	2015-08-17	11.0	199.13001888	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P602	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P602	6	lung	2015-07-15	2015-07-27	2015-08-17	14.0	333.3997867200001	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P602	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P602	6	lung	2015-07-15	2015-07-27	2015-08-17	18.0	368.5125017600001	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P602	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P602	6	lung	2015-07-15	2015-07-27	2015-08-17	21.0	524.7170240000002	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P602	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P602	6	lung	2015-07-15	2015-07-27	2015-08-17	25.0	628.68422656	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P602	f1.PHLC402.TPX.crizotinib
control	control	control									Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P603	6	lung	2015-07-15	2015-07-27	2015-08-17	0.0	277.1580032	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Vehicle	Vehicle		f1	f1.PHLC402.TPX.control.P603	f1.PHLC402.TPX.control
control	control	control									Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P603	6	lung	2015-07-15	2015-07-27	2015-08-17	4.0	182.602771	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Vehicle	Vehicle		f1	f1.PHLC402.TPX.control.P603	f1.PHLC402.TPX.control
control	control	control									Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P603	6	lung	2015-07-15	2015-07-27	2015-08-17	7.0	262.559232	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Vehicle	Vehicle		f1	f1.PHLC402.TPX.control.P603	f1.PHLC402.TPX.control
control	control	control									Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P603	6	lung	2015-07-15	2015-07-27	2015-08-17	11.0	458.87922912	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Vehicle	Vehicle		f1	f1.PHLC402.TPX.control.P603	f1.PHLC402.TPX.control
control	control	control									Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P603	6	lung	2015-07-15	2015-07-27	2015-08-17	14.0	493.05372792	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Vehicle	Vehicle		f1	f1.PHLC402.TPX.control.P603	f1.PHLC402.TPX.control
control	control	control									Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P603	6	lung	2015-07-15	2015-07-27	2015-08-17	18.0	678.4487424	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Vehicle	Vehicle		f1	f1.PHLC402.TPX.control.P603	f1.PHLC402.TPX.control
control	control	control									Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P603	6	lung	2015-07-15	2015-07-27	2015-08-17	21.0	605.2380672	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Vehicle	Vehicle		f1	f1.PHLC402.TPX.control.P603	f1.PHLC402.TPX.control
control	control	control									Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P603	6	lung	2015-07-15	2015-07-27	2015-08-17	25.0	1080.278147	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Vehicle	Vehicle		f1	f1.PHLC402.TPX.control.P603	f1.PHLC402.TPX.control
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P604	6	lung	2015-07-15	2015-07-27	2015-08-17	0.0	236.16592896	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P604	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P604	6	lung	2015-07-15	2015-07-27	2015-08-17	4.0	224.63369292	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P604	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P604	6	lung	2015-07-15	2015-07-27	2015-08-17	7.0	303.6055932	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P604	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P604	6	lung	2015-07-15	2015-07-27	2015-08-17	11.0	314.3634208	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P604	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P604	6	lung	2015-07-15	2015-07-27	2015-08-17	14.0	603.73540604	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P604	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P604	6	lung	2015-07-15	2015-07-27	2015-08-17	18.0	489.5041216000001	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P604	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P604	6	lung	2015-07-15	2015-07-27	2015-08-17	21.0	659.393046	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P604	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P604	6	lung	2015-07-15	2015-07-27	2015-08-17	25.0	996.9551935200004	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P604	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P605	6	lung	2015-07-15	2015-07-27	2015-08-17	0.0	221.64099048	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P605	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P605	6	lung	2015-07-15	2015-07-27	2015-08-17	4.0	301.627976	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P605	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P605	6	lung	2015-07-15	2015-07-27	2015-08-17	7.0	284.0988155200001	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P605	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P605	6	lung	2015-07-15	2015-07-27	2015-08-17	11.0	358.0445044799999	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P605	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P605	6	lung	2015-07-15	2015-07-27	2015-08-17	14.0	545.3133374000001	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P605	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P605	6	lung	2015-07-15	2015-07-27	2015-08-17	18.0	603.304988	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P605	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P605	6	lung	2015-07-15	2015-07-27	2015-08-17	21.0	826.942129	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P605	f1.PHLC402.TPX.crizotinib
crizotinib	crizotinib	crizotinib	MET/ALK	oral	50	mg/kg	regular	daily	yes	30-200	Master ALK fusion Series Excel File_402_Crizotinib_2__Kelly.xlsx			PHLC402	PHLC402_P605	6	lung	2015-07-15	2015-07-27	2015-08-17	25.0	0.0	PHLC0402	M	LUAD	Lung	Lung Adenocarcinoma	PHLC0402.TPT	T	primary	T4,N1,M0	Lung	PHLC0402.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081671, PMID: 27613526	parental	PHLC0402.TPX	Criz	Criz	50	f1	f1.PHLC402.TPX.crizotinib.P605	f1.PHLC402.TPX.crizotinib
