drug	drug.id	drugname.standardized	target	method	dose	dose.unit	treatment.type	frequency	is.single	duration.day	file_name	file_checksum	file_last_modified_date	modelID.original	SampleID	passage	tissue	start_date	start_treatment_date	end_date	time	volume	patientID	sex	oncotree_code	primary_tumor_site	cancer_type_detailed	specimenID	tissue_tumor_normal_designation	primary_recurrence_metastasis	TNM_stage	specimen_collection_site	modelID	sample_class	host_strain_name	host_strain_nomenclature	engraftment_site	engraftment_type	engraftment_material	engraftment_material_status	pubmed_ID	model.type	modelID.parental	drug.alternativename	drug.original	dose.original	file_number	model.id	batch
dacomitinib	dacomitinib	dacomitinib	EGFR	oral	3	mg/kg	regular	daily	yes	30-60	Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P605	6	lung	2012-07-07			14.0	569.556559	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Dacomitinib	Dacomitinib	3	f11	f11.PHLC148.TPX.dacomitinib.P605	f11.PHLC148.TPX.dacomitinib
control	control	control									Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P606	6	lung	2012-07-07			0.0	139.102119	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Control	Control		f11	f11.PHLC148.TPX.control.P606	f11.PHLC148.TPX.control
control	control	control									Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P606	6	lung	2012-07-07			3.0	163.8364	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Control	Control		f11	f11.PHLC148.TPX.control.P606	f11.PHLC148.TPX.control
control	control	control									Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P606	6	lung	2012-07-07			6.0	202.0291	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Control	Control		f11	f11.PHLC148.TPX.control.P606	f11.PHLC148.TPX.control
control	control	control									Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P606	6	lung	2012-07-07			10.0	208.721331	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Control	Control		f11	f11.PHLC148.TPX.control.P606	f11.PHLC148.TPX.control
control	control	control									Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P606	6	lung	2012-07-07			14.0	383.313226	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Control	Control		f11	f11.PHLC148.TPX.control.P606	f11.PHLC148.TPX.control
dacomitinib	dacomitinib	dacomitinib	EGFR	oral	3	mg/kg	regular	daily	yes	30-60	Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P607	6	lung	2012-07-07			0.0	214.439459	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Dacomitinib	Dacomitinib	3	f11	f11.PHLC148.TPX.dacomitinib.P607	f11.PHLC148.TPX.dacomitinib
dacomitinib	dacomitinib	dacomitinib	EGFR	oral	3	mg/kg	regular	daily	yes	30-60	Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P607	6	lung	2012-07-07			3.0	229.652384	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Dacomitinib	Dacomitinib	3	f11	f11.PHLC148.TPX.dacomitinib.P607	f11.PHLC148.TPX.dacomitinib
dacomitinib	dacomitinib	dacomitinib	EGFR	oral	3	mg/kg	regular	daily	yes	30-60	Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P607	6	lung	2012-07-07			6.0	237.76792	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Dacomitinib	Dacomitinib	3	f11	f11.PHLC148.TPX.dacomitinib.P607	f11.PHLC148.TPX.dacomitinib
dacomitinib	dacomitinib	dacomitinib	EGFR	oral	3	mg/kg	regular	daily	yes	30-60	Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P607	6	lung	2012-07-07			10.0	383.313226	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Dacomitinib	Dacomitinib	3	f11	f11.PHLC148.TPX.dacomitinib.P607	f11.PHLC148.TPX.dacomitinib
dacomitinib	dacomitinib	dacomitinib	EGFR	oral	3	mg/kg	regular	daily	yes	30-60	Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P607	6	lung	2012-07-07			14.0	423.685862	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Dacomitinib	Dacomitinib	3	f11	f11.PHLC148.TPX.dacomitinib.P607	f11.PHLC148.TPX.dacomitinib
control	control	control									Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P608	6	lung	2012-07-07			0.0	134.822311	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Control	Control		f11	f11.PHLC148.TPX.control.P608	f11.PHLC148.TPX.control
control	control	control									Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P608	6	lung	2012-07-07			3.0	139.534785	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Control	Control		f11	f11.PHLC148.TPX.control.P608	f11.PHLC148.TPX.control
control	control	control									Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P608	6	lung	2012-07-07			6.0	163.6524032	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Control	Control		f11	f11.PHLC148.TPX.control.P608	f11.PHLC148.TPX.control
control	control	control									Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P608	6	lung	2012-07-07			10.0	187.0232	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Control	Control		f11	f11.PHLC148.TPX.control.P608	f11.PHLC148.TPX.control
control	control	control									Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P608	6	lung	2012-07-07			14.0	301.648726	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Control	Control		f11	f11.PHLC148.TPX.control.P608	f11.PHLC148.TPX.control
control	control	control									Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P609	6	lung	2012-07-07			0.0	45.20791963999999	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Control	Control		f11	f11.PHLC148.TPX.control.P609	f11.PHLC148.TPX.control
control	control	control									Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P609	6	lung	2012-07-07			3.0	45.82298500000001	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Control	Control		f11	f11.PHLC148.TPX.control.P609	f11.PHLC148.TPX.control
control	control	control									Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P609	6	lung	2012-07-07			6.0	45.20791963999999	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Control	Control		f11	f11.PHLC148.TPX.control.P609	f11.PHLC148.TPX.control
control	control	control									Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P609	6	lung	2012-07-07			10.0	45.822985	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Control	Control		f11	f11.PHLC148.TPX.control.P609	f11.PHLC148.TPX.control
control	control	control									Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P609	6	lung	2012-07-07			14.0	84.176885	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Control	Control		f11	f11.PHLC148.TPX.control.P609	f11.PHLC148.TPX.control
erlotinib	erlotinib	erlotinib	EGFR	oral	50	mg/kg	regular	daily	yes	30-200	Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P610	6	lung	2012-07-07			0.0	208.7140744	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Erlotinib	Erlotinib	50	f11	f11.PHLC148.TPX.erlotinib.P610	f11.PHLC148.TPX.erlotinib
erlotinib	erlotinib	erlotinib	EGFR	oral	50	mg/kg	regular	daily	yes	30-200	Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P610	6	lung	2012-07-07			3.0	205.63239008	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Erlotinib	Erlotinib	50	f11	f11.PHLC148.TPX.erlotinib.P610	f11.PHLC148.TPX.erlotinib
erlotinib	erlotinib	erlotinib	EGFR	oral	50	mg/kg	regular	daily	yes	30-200	Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P610	6	lung	2012-07-07			6.0	212.14024	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Erlotinib	Erlotinib	50	f11	f11.PHLC148.TPX.erlotinib.P610	f11.PHLC148.TPX.erlotinib
erlotinib	erlotinib	erlotinib	EGFR	oral	50	mg/kg	regular	daily	yes	30-200	Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P610	6	lung	2012-07-07			10.0	240.991855	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Erlotinib	Erlotinib	50	f11	f11.PHLC148.TPX.erlotinib.P610	f11.PHLC148.TPX.erlotinib
erlotinib	erlotinib	erlotinib	EGFR	oral	50	mg/kg	regular	daily	yes	30-200	Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P610	6	lung	2012-07-07			14.0	311.520096	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Erlotinib	Erlotinib	50	f11	f11.PHLC148.TPX.erlotinib.P610	f11.PHLC148.TPX.erlotinib
erlotinib	erlotinib	erlotinib	EGFR	oral	50	mg/kg	regular	daily	yes	30-200	Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P611	6	lung	2012-07-07			0.0	189.826	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Erlotinib	Erlotinib	50	f11	f11.PHLC148.TPX.erlotinib.P611	f11.PHLC148.TPX.erlotinib
erlotinib	erlotinib	erlotinib	EGFR	oral	50	mg/kg	regular	daily	yes	30-200	Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P611	6	lung	2012-07-07			3.0	530.9425549999999	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Erlotinib	Erlotinib	50	f11	f11.PHLC148.TPX.erlotinib.P611	f11.PHLC148.TPX.erlotinib
erlotinib	erlotinib	erlotinib	EGFR	oral	50	mg/kg	regular	daily	yes	30-200	Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P611	6	lung	2012-07-07			6.0	699.44472	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Erlotinib	Erlotinib	50	f11	f11.PHLC148.TPX.erlotinib.P611	f11.PHLC148.TPX.erlotinib
erlotinib	erlotinib	erlotinib	EGFR	oral	50	mg/kg	regular	daily	yes	30-200	Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P611	6	lung	2012-07-07			10.0	904.15338	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Erlotinib	Erlotinib	50	f11	f11.PHLC148.TPX.erlotinib.P611	f11.PHLC148.TPX.erlotinib
erlotinib	erlotinib	erlotinib	EGFR	oral	50	mg/kg	regular	daily	yes	30-200	Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P611	6	lung	2012-07-07			14.0	979.499495	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Erlotinib	Erlotinib	50	f11	f11.PHLC148.TPX.erlotinib.P611	f11.PHLC148.TPX.erlotinib
erlotinib	erlotinib	erlotinib	EGFR	oral	50	mg/kg	regular	daily	yes	30-200	Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P612	6	lung	2012-07-07			0.0	146.7739	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Erlotinib	Erlotinib	50	f11	f11.PHLC148.TPX.erlotinib.P612	f11.PHLC148.TPX.erlotinib
erlotinib	erlotinib	erlotinib	EGFR	oral	50	mg/kg	regular	daily	yes	30-200	Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P612	6	lung	2012-07-07			3.0	159.004755	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Erlotinib	Erlotinib	50	f11	f11.PHLC148.TPX.erlotinib.P612	f11.PHLC148.TPX.erlotinib
erlotinib	erlotinib	erlotinib	EGFR	oral	50	mg/kg	regular	daily	yes	30-200	Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P612	6	lung	2012-07-07			6.0	215.016685	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Erlotinib	Erlotinib	50	f11	f11.PHLC148.TPX.erlotinib.P612	f11.PHLC148.TPX.erlotinib
erlotinib	erlotinib	erlotinib	EGFR	oral	50	mg/kg	regular	daily	yes	30-200	Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P612	6	lung	2012-07-07			10.0	215.016685	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Erlotinib	Erlotinib	50	f11	f11.PHLC148.TPX.erlotinib.P612	f11.PHLC148.TPX.erlotinib
erlotinib	erlotinib	erlotinib	EGFR	oral	50	mg/kg	regular	daily	yes	30-200	Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P612	6	lung	2012-07-07			14.0	337.817638	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Erlotinib	Erlotinib	50	f11	f11.PHLC148.TPX.erlotinib.P612	f11.PHLC148.TPX.erlotinib
dacomitinib	dacomitinib	dacomitinib	EGFR	oral	3	mg/kg	regular	daily	yes	30-60	Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P613	6	lung	2012-07-07			0.0	229.652384	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Dacomitinib	Dacomitinib	3	f11	f11.PHLC148.TPX.dacomitinib.P613	f11.PHLC148.TPX.dacomitinib
dacomitinib	dacomitinib	dacomitinib	EGFR	oral	3	mg/kg	regular	daily	yes	30-60	Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P613	6	lung	2012-07-07			3.0	304.90392816	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Dacomitinib	Dacomitinib	3	f11	f11.PHLC148.TPX.dacomitinib.P613	f11.PHLC148.TPX.dacomitinib
dacomitinib	dacomitinib	dacomitinib	EGFR	oral	3	mg/kg	regular	daily	yes	30-60	Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P613	6	lung	2012-07-07			6.0	436.9769585999999	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Dacomitinib	Dacomitinib	3	f11	f11.PHLC148.TPX.dacomitinib.P613	f11.PHLC148.TPX.dacomitinib
dacomitinib	dacomitinib	dacomitinib	EGFR	oral	3	mg/kg	regular	daily	yes	30-60	Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P613	6	lung	2012-07-07			10.0	494.290726	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Dacomitinib	Dacomitinib	3	f11	f11.PHLC148.TPX.dacomitinib.P613	f11.PHLC148.TPX.dacomitinib
dacomitinib	dacomitinib	dacomitinib	EGFR	oral	3	mg/kg	regular	daily	yes	30-60	Master EGFR Series Excel File (Excludes PHLC 12 and 77)_148 P6 July 2012.xlsx			PHLC148	PHLC148_P613	6	lung	2012-07-07			14.0	536.621085	PHLC0148	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0148.TPT	T	primary	T2a,N2,M0	Lung	PHLC0148.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081688, PMID: 26124487	parental	PHLC0148.TPX	Dacomitinib	Dacomitinib	3	f11	f11.PHLC148.TPX.dacomitinib.P613	f11.PHLC148.TPX.dacomitinib
