Hugo_Symbol	PHLC110	PHLC111	PHLC119	PHLC12	PHLC132	PHLC137	PHLC148	PHLC164	PHLC169	PHLC181	PHLC188	PHLC189	PHLC191	PHLC192	PHLC196	PHLC200	PHLC215	PHLC228	PHLC229	PHLC235	PHLC267	PHLC274	PHLC299	PHLC321	PHLC402	PHLC410	PHLC470	PHLC655	PHLC77	PHLC82
AMD1	0	1	-1	-1	1	0	0	-1	-1	0	-1	0	1	0	0	1	1	0	-1	-1	1	1	0	1	0	1	1	-1	1	-1
AMFR	-1	-1	1	1	1	-1	1	-1	-1	1	0	-1	1	2	1	0	-1	1	0	0	0	0	0	1	-1	1	-1	-1	1	-1
AMH	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	1	-1	-1	1	1	1	-1	0	-1	1	-1	-1	-1	-1	1	0
AMHR2	-1	0	1	-1	1	-1	1	1	0	1	0	1	0	-1	1	1	1	1	0	-1	1	0	1	1	0	-1	-1	1	1	-1
AMPD1	2	1	1	1	1	-1	1	0	-1	-1	0	0	0	1	-1	-1	-1	-2	-1	0	-1	-1	0	-1	-1	1	0	-1	-1	-1
AMPD2	2	0	0	0	1	-1	1	0	-1	-1	0	0	-1	1	-1	-1	-1	0	-1	0	-1	-1	0	-1	-1	1	0	-1	-1	-1
AMPD3	-1	-1	-1	0	0	1	1	-1	-1	1	-1	0	-1	1	1	-1	0	0	-1	0	0	-1	-1	-1	-1	1	-1	0	0	-1
AMPH	0	1	1	1	1	-1	1	1	1	0	1	1	-1	1	1	-1	0	1	1	1	1	1	1	1	1	0	-1	0	0	1
BIN1	1	0	1	1	-1	1	-1	-1	1	0	1	0	1	1	-1	0	-1	1	0	-1	1	0	0	-1	0	1	-1	0	-1	0
AMT	0	-1	-1	1	-1	-1	1	0	0	-1	-1	0	-1	-2	-1	-1	-1	-1	-1	1	-1	-1	-1	-2	-2	-1	-1	-1	0	-1
AMY1A	2	0	1	0	1	-1	1	0	-1	-1	0	0	-1	1	0	-1	-1	0	-1	0	1	0	1	-1	-1	1	0	-1	-1	-1
AMY1B	2	0	1	0	1	-1	1	0	-1	-1	0	0	-1	1	0	-1	-1	0	-1	0	1	0	1	-1	-1	1	0	-1	-1	-1
AMY1C	2	0	1	0	1	-1	1	0	-1	-1	0	0	-1	1	0	-1	-1	0	-1	0	1	0	1	-1	-1	1	0	-1	-1	-1
AMY2A	2	0	1	0	1	-1	1	0	-1	-1	0	0	-1	1	0	-1	-1	0	-1	0	1	0	1	-1	-1	1	0	-1	-1	-1
AMY2B	2	0	1	0	1	-1	1	0	-1	-1	0	0	-1	1	0	-1	-1	0	-1	0	1	0	1	-1	-1	1	0	-1	-1	-1
ANG	1	1	1	-1	-1	1	-1	0	0	1	1	1	1	0	-1	-1	0	1	-1	0	0	0	0	-1	1	1	1	2	0	1
ANGPT1	0	1	2	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	-1
ANGPT2	-1	-1	0	-1	-1	1	-1	-1	-1	1	0	-1	-1	-1	-2	-1	0	-1	1	-1	-2	-1	-1	-1	-1	-1	-1	0	-1	-1
ANK1	-1	-1	1	-1	-1	-1	-1	1	1	1	0	1	-1	-1	1	2	1	1	1	0	-1	1	0	1	-1	-1	1	-1	-1	-1
ANK2	0	1	1	0	0	1	1	0	-1	0	-1	0	0	0	1	-1	0	-1	-1	1	1	1	1	-1	-1	-1	1	0	-1	0
ANK3	-1	-1	-1	1	0	-1	-1	0	1	0	-1	1	0	0	0	1	-1	0	1	1	-1	0	1	1	-1	1	-1	1	-1	1
ANPEP	-1	-1	-1	1	1	-1	-1	-1	0	-1	0	0	-1	1	1	0	0	1	0	-1	1	0	1	1	0	1	1	-1	1	1
SLC25A4	1	1	-1	0	0	1	1	1	-1	0	-1	0	0	0	-2	-1	0	1	-1	0	-1	2	0	-1	-2	-1	1	-1	-1	0
ANXA1	-1	0	1	1	-1	0	1	0	0	-1	1	-1	1	-1	0	-1	-1	1	-1	0	-1	-1	-1	1	-1	-1	-1	1	-1	-1
ANXA2	-1	-1	-1	-1	1	-1	-1	-1	1	-1	0	0	-1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	-1	1	1
ANXA2P1	0	1	1	0	0	1	1	1	-1	0	-1	0	0	0	-2	-1	0	-1	-1	0	-1	0	1	-1	-1	-1	1	-1	-1	0
ANXA2P2	0	0	1	-1	-1	-1	1	1	1	0	-1	-1	-1	-1	-1	-1	1	0	1	0	-1	-1	-1	-1	-1	-1	2	1	-1	-1
ANXA2P3	-1	-1	-1	1	0	-1	-1	0	1	0	-1	1	0	0	-1	-2	-1	-1	1	0	-1	0	0	1	-1	0	-1	1	-1	1
ANXA3	0	1	1	-1	0	1	1	0	-1	0	2	0	1	0	0	-1	0	-1	-1	0	1	0	1	-1	-1	1	1	0	-1	0
ANXA4	0	0	-1	1	1	1	-1	0	-1	0	1	0	-1	-1	1	1	0	1	0	0	1	0	0	1	1	1	-1	0	1	0
ANXA5	0	1	1	0	0	1	1	0	-1	0	-1	0	0	0	1	-1	0	-1	-1	1	1	1	1	-1	-1	-1	1	0	-1	0
ANXA6	-1	-1	0	0	-1	1	1	1	-1	1	-1	0	1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	1
ANXA7	-1	-1	0	1	0	-1	0	0	1	0	-1	1	0	-1	-1	1	-1	0	0	-1	-1	0	0	1	-1	0	-1	1	-1	1
ANXA11	-1	-1	-1	1	0	-1	0	0	-1	0	-1	1	0	0	-1	1	-1	0	0	0	-1	0	0	1	-1	0	-1	1	-1	1
ANXA13	-1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	2	1	-1	2	0	1	1	1	1	2	1	-1
AOAH	0	1	1	1	1	-1	1	1	1	0	1	1	-1	1	1	-1	0	1	1	1	1	1	1	1	1	0	-1	0	0	1
AOC2	1	1	1	-1	-1	1	1	-1	0	1	0	1	-1	-1	-1	0	0	1	-1	1	1	0	0	-1	1	-1	-1	0	0	1
AOX1	1	0	1	1	-1	1	-1	0	-1	0	0	0	1	1	-1	-1	-1	0	-1	0	0	0	0	-1	0	-1	-1	0	1	1
APAF1	-1	0	1	0	1	-1	2	1	-1	1	0	1	0	0	-1	1	1	0	0	0	-1	1	-1	1	-1	-1	0	-1	1	-1
NUDT2	0	0	1	-1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	1	0	1	0	-1	-1	-1	-1	-1	-1	0	1	-1	-1
APOF	-1	0	1	-1	1	2	1	1	-1	2	0	1	0	-1	1	1	1	1	0	-1	1	0	-1	1	0	-1	-1	0	1	-1
APBA1	-1	0	1	1	-1	1	1	0	0	-1	1	-1	1	-1	0	-1	-1	1	-1	0	-1	-1	-1	1	-1	-1	-1	1	-1	-1
APBA2	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-2	0	1	1	-1	0	0	1	0	1	-1	0	1	1	0	-2	1	0	1	1
APBB1	-1	-1	-1	0	0	1	1	-1	-1	1	-1	0	-1	1	1	-1	0	0	-1	0	0	-1	-1	-1	-1	1	-1	0	0	-1
APBB2	1	0	1	-1	0	1	1	0	0	1	-1	0	1	1	0	-1	0	0	1	1	-1	0	1	-1	-1	1	-1	-1	-1	-1
APC	-1	-1	1	1	-1	1	1	1	-1	1	-1	0	-1	-1	1	-1	1	-2	-2	1	-1	-1	-1	-1	1	-1	-1	0	-1	1
APCS	1	1	2	1	0	0	-1	1	1	2	-1	1	1	1	-1	1	-1	1	1	1	1	0	0	1	2	0	0	1	-1	1
AIRE	0	-1	0	-1	1	0	-1	0	-1	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1
APEH	0	-1	-1	1	-1	-1	1	0	0	-1	-1	0	-1	-2	-1	-1	-1	-1	-1	1	-1	-1	-1	-2	-2	-1	-1	-1	0	-1
APEX1	1	1	1	-1	-1	1	-1	0	0	1	1	1	1	-1	-1	-1	0	1	-1	0	0	0	0	-1	1	1	1	2	0	1
BIRC2	2	-1	-1	1	0	-1	1	0	1	0	0	0	-1	1	1	1	1	-1	-1	-1	-1	1	1	-1	2	-1	-1	-1	1	0
BIRC3	2	-1	-1	1	0	-1	1	0	1	0	0	0	-1	1	1	1	1	-1	-1	-1	-1	1	1	-1	2	-1	-1	-1	1	0
BIRC5	0	1	1	0	-1	1	0	1	0	1	-1	1	-1	-1	0	1	1	1	0	1	0	-1	1	0	1	-1	-1	0	1	1
APLP1	1	-1	1	-1	1	-1	-1	0	0	0	0	0	1	-1	1	2	-1	1	2	1	1	0	1	-1	0	1	0	2	-1	0
APLP2	2	-1	-1	1	-1	-1	1	0	1	0	-1	0	1	1	1	0	0	-1	-1	-1	-1	0	1	-1	-1	1	-1	-1	1	0
APOA1	2	-1	-1	1	-1	1	1	0	1	0	-1	0	-1	1	1	0	1	-1	-1	-1	-1	0	1	-1	1	0	-1	-1	1	1
APOA2	1	1	2	1	0	0	-1	1	1	1	-1	1	1	1	-1	1	-1	1	1	1	1	0	0	1	2	0	0	1	-1	1
APOA4	2	-1	-1	1	-1	1	1	0	1	0	-1	0	-1	1	1	0	1	-1	-1	-1	-1	0	1	-1	1	0	-1	-1	1	1
APOB	1	0	-1	1	1	1	-1	0	0	0	0	0	-1	1	1	1	0	1	0	-1	1	0	0	1	1	-1	-1	0	1	1
APOBEC1	-1	-1	-1	-1	1	1	0	1	-1	1	0	1	1	-1	1	1	1	1	0	-1	1	-1	1	1	2	1	0	0	2	-1
APOC1	1	-1	2	-1	1	-1	-1	0	1	0	1	1	1	-1	1	1	-1	1	2	-1	1	0	1	-1	0	1	0	1	-1	0
APOC1P1	1	-1	2	-1	1	-1	-1	0	1	0	1	1	1	-1	1	1	-1	1	2	-1	1	0	1	-1	0	1	0	1	-1	0
AQP8	0	-1	1	1	1	0	1	1	0	-1	0	0	1	2	-1	0	-1	1	0	-1	0	-1	0	1	1	1	-1	1	1	0
APOC2	1	-1	2	-1	1	-1	-1	0	1	0	1	1	1	-1	1	1	-1	1	2	-1	1	0	1	-1	0	1	0	1	-1	0
APOC3	2	-1	-1	1	-1	1	1	0	1	0	-1	0	-1	1	1	0	1	-1	-1	-1	-1	0	1	-1	1	0	-1	-1	1	1
APOC4	1	-1	2	-1	1	-1	-1	0	1	0	1	1	1	-1	1	1	-1	1	2	-1	1	0	1	-1	0	1	0	1	-1	0
APOD	1	1	-1	-1	1	-1	-1	0	1	1	1	-1	-1	-1	-1	2	1	1	1	-1	1	2	1	1	-1	1	1	1	1	-1
APOE	1	-1	2	-1	1	-1	-1	0	1	0	1	1	1	-1	1	1	-1	1	2	-1	1	0	1	-1	0	1	0	1	-1	0
APOH	1	1	1	-1	-1	1	1	1	0	1	1	1	-1	1	-1	0	0	1	-1	1	1	0	0	-1	1	-1	-1	0	0	1
APP	-1	-1	-1	-1	1	0	-2	-1	-1	1	-1	1	-1	1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1
APRT	-1	-1	-1	1	1	-1	1	-1	-1	-1	0	-1	1	1	1	1	-1	1	1	-2	-1	-1	1	1	1	1	-1	-1	1	0
KLK3	1	-1	-1	-1	1	1	-1	0	-1	0	1	1	1	-1	1	1	1	1	-1	-1	1	0	1	-1	-1	1	0	-1	1	0
FAS	-1	-1	0	1	0	-1	0	0	1	0	-1	1	0	0	-1	-1	-1	0	1	0	-1	1	0	1	-1	1	-1	-1	-1	1
FASLG	1	1	-1	1	0	0	-1	1	1	1	0	1	1	1	1	1	-1	1	1	1	1	0	0	1	1	1	0	1	-1	1
AQP1	0	1	1	1	1	-1	1	1	1	0	1	1	-1	1	1	-1	0	1	1	1	1	1	1	1	1	1	-1	1	0	1
AQP2	-1	0	1	-1	1	1	1	1	-1	1	0	1	0	-1	1	1	1	1	0	-1	1	0	0	1	0	-1	-1	1	1	-1
AQP3	0	0	1	-1	-1	-1	1	1	1	0	-1	-1	-1	-1	-1	-1	1	0	1	0	-1	-1	-1	-1	-1	1	2	1	-1	-1
AQP4	-1	-1	-1	-1	-1	0	-1	0	1	0	0	1	1	1	1	1	-1	1	-1	-1	1	1	-1	-1	0	1	0	0	2	2
AQP5	-1	0	1	-1	1	1	1	1	-1	1	0	1	0	-1	1	1	1	1	0	-1	1	0	0	1	0	-1	-1	1	1	-1
AQP6	-1	0	1	-1	1	1	1	1	-1	1	0	1	0	-1	1	1	1	1	0	-1	1	0	0	1	0	-1	-1	1	1	-1
AQP7	0	0	1	-1	-1	-1	1	1	1	0	-1	-1	-1	-1	-1	-1	1	0	1	0	-1	-1	-1	-1	-1	1	1	1	-1	1
AQP9	-1	-1	-1	-1	1	-1	-1	-1	1	-1	0	0	-1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	1	1
ABCC6	0	1	1	1	1	0	1	1	0	1	1	0	1	1	-1	0	-1	1	0	-1	0	-1	0	1	1	1	-1	1	-1	0
ARCN1	2	-1	-1	1	-1	1	1	0	1	0	-1	0	1	1	1	0	0	-1	-1	-1	-1	0	1	-1	1	0	-1	-1	1	1
TRIM23	-1	-1	-1	0	-1	-1	1	-1	-1	0	-1	0	-1	-1	-2	-1	-1	0	-1	1	-1	-1	-1	-1	1	-1	-1	0	-1	-1
AREG	0	1	1	-1	0	1	1	0	-1	0	2	0	1	0	0	-1	0	-1	-1	0	1	0	1	-1	-1	1	1	0	-1	0
ARF1	1	1	-1	1	1	-1	-1	1	-2	-1	-1	1	-1	0	-1	1	-1	1	1	1	1	0	-1	1	2	1	-1	1	-1	1
ARF3	-1	0	1	-1	1	1	1	1	-1	1	0	1	0	-1	1	1	1	1	0	-1	1	0	0	1	0	-1	-1	1	1	-1
ARF4	0	-1	-1	1	-1	-1	1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1
ARL4D	1	1	1	-1	-1	1	1	-1	0	1	0	1	-1	-1	-1	0	0	1	-1	1	1	0	0	-1	1	-1	-1	0	0	1
ARF5	-1	1	1	-1	1	1	1	1	1	0	1	1	-1	1	-1	1	1	0	1	0	1	0	1	1	0	-1	0	0	-1	1
ARF6	2	1	1	-1	-1	-1	-1	0	1	2	1	1	1	0	0	-1	0	-1	-1	-1	-1	0	1	-1	0	1	1	0	1	1
ARG1	0	1	-1	-1	1	0	0	-1	-1	0	-1	0	-1	0	-2	1	1	1	-1	-1	0	1	1	1	0	1	0	-1	1	1
ARG2	1	1	-1	-1	-1	1	-1	0	1	0	1	-1	1	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	0	1	1	0	1	1
RHOA	0	-1	-1	1	-1	-1	1	0	0	-1	-1	0	-1	-2	-1	-1	-1	-1	-1	1	-1	-1	-1	-2	-2	-1	-1	-1	0	-1
RHOB	1	0	-1	1	1	1	-1	0	0	0	0	0	-1	-1	1	1	0	1	0	-1	1	0	0	1	1	1	-1	0	1	1
RHOC	2	1	0	0	1	-1	1	0	-1	-1	0	0	-1	1	-1	-1	-1	-2	-1	0	-1	-1	0	-1	-1	1	0	-1	-1	-1
RND3	1	0	1	1	-1	1	-1	0	-1	0	0	0	1	1	0	1	-1	0	-1	-1	1	0	1	-1	1	-1	-1	0	-1	1
RHOG	-1	-1	-1	1	0	1	1	-1	-1	1	-1	0	-1	1	1	-1	0	0	-1	0	-1	1	-1	-1	-1	-1	-1	0	0	-1
ARHGAP1	-1	-1	-1	-1	-1	1	1	-1	1	1	0	0	-1	1	1	-1	0	-1	-2	0	0	0	1	1	-1	-1	-1	0	-1	1
ARHGAP5	1	1	1	-1	-1	2	-1	-1	1	1	1	1	1	0	0	-1	0	-1	-1	1	1	0	1	-1	1	1	1	0	-1	1
ARHGDIA	0	1	1	0	-1	1	0	1	0	1	-1	1	0	-1	0	1	1	1	0	1	0	-1	1	0	1	-1	-1	0	1	1
ARHGDIB	-1	-1	-1	-1	1	1	1	1	-1	-1	0	1	1	0	1	1	1	1	1	0	2	-1	1	1	2	1	2	-1	2	-1
ARHGDIG	-1	-1	-1	0	1	0	1	-1	0	0	1	1	0	1	0	1	-1	1	1	-1	0	-2	1	-2	1	1	-1	1	-1	0
RHOH	1	0	1	-1	0	1	1	0	0	1	-1	0	1	1	0	1	0	0	1	1	-1	0	1	-1	-1	1	-1	-1	-1	-1
ARL1	-1	0	0	0	1	-1	2	1	-1	1	0	1	0	0	-1	1	1	0	0	0	-1	1	-1	1	-1	-1	0	-1	1	-1
PHOX2A	1	-1	0	1	-1	1	1	0	1	1	-1	0	-1	1	1	0	0	1	-2	1	-1	0	1	1	-1	1	-1	-1	1	-1
ARL2	-1	-1	0	0	-1	1	1	0	1	0	0	0	-1	1	1	0	0	-1	-1	1	-1	0	1	1	-1	1	1	-1	1	-1
ARL3	-1	-1	-1	1	0	-1	0	0	1	0	-1	1	0	0	-1	-1	-1	0	0	0	-1	1	0	1	-1	0	-1	-1	-1	-1
ARNT	1	2	2	1	0	0	-1	1	-1	2	-1	1	1	1	-1	1	-1	1	1	1	1	0	0	1	1	0	0	1	-1	1
ARNTL	-1	-1	-1	0	0	1	1	-1	-1	1	1	0	-1	1	1	-1	0	0	-1	0	0	-1	2	-1	-1	1	-1	0	0	-1
ARRB1	1	-1	0	1	-1	1	1	0	1	0	-1	0	-1	1	1	0	0	-1	-2	1	-1	0	1	1	2	1	-1	-1	1	-1
ARRB2	-1	-1	-1	-1	-1	0	-1	1	-1	1	1	1	1	-1	-1	1	1	0	-1	-1	0	0	-1	0	-1	1	-1	-1	0	0
ARSA	-1	-1	-1	-1	1	0	0	1	1	-1	1	-1	0	-1	-2	1	-1	2	-1	1	1	1	-1	0	-1	0	2	-1	-1	-1
ARSB	-1	-1	-1	0	-1	-1	1	1	-1	0	-1	0	-1	-1	-1	-1	-1	1	-1	0	-1	-1	-1	-1	1	-1	-1	0	-1	-1
ART1	-1	-1	-1	1	0	1	1	-1	-1	1	-1	0	-1	1	1	-1	0	0	-1	0	-1	1	-1	-1	-1	-1	-1	0	0	-1
ART3	0	1	1	-1	0	1	1	0	-1	0	2	0	1	0	0	-1	0	-1	-1	0	1	0	1	-1	-1	1	1	0	-1	0
ART4	-1	-1	-1	-1	1	1	1	1	-1	-1	0	1	1	0	1	1	1	1	1	0	2	-1	1	1	2	1	2	-1	2	-1
ARVCF	-1	-1	0	-1	0	1	-1	0	-1	2	1	-1	0	-1	-1	0	1	-1	-2	1	1	0	0	-1	-1	1	1	1	-1	1
ASAH1	-1	-1	0	-1	-1	1	-1	-1	-1	1	0	-1	-1	-1	-2	-1	0	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
ASCL1	-1	0	0	0	1	-1	2	1	-1	1	0	1	0	0	-1	1	1	0	0	0	-1	1	-1	1	-1	0	0	-1	1	-1
ASCL2	-1	-1	-1	-1	0	1	1	-1	-1	1	-1	0	-1	1	1	-1	1	-1	-2	-1	0	1	-1	-1	-2	-1	-1	0	0	-1
ASGR1	-1	-1	-1	-1	-1	0	-1	-1	-1	1	1	1	1	-1	-1	1	0	0	-1	-1	1	0	-1	0	-1	1	-1	-1	0	0
ASGR2	-1	-1	-1	-1	-1	0	-1	-1	-1	1	1	1	1	-1	-1	1	0	0	-1	-1	1	0	-1	0	-1	1	-1	-1	0	0
ASIP	1	-1	-1	-1	1	-1	-1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	0	1	2	0	1	0	0	0	0
ASL	0	1	1	1	0	1	1	1	1	0	1	1	2	1	1	1	1	-2	0	-1	1	0	1	1	1	1	0	0	1	1
ASNA1	-1	-1	-1	-1	-1	-1	-1	1	1	0	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	0	-1	-1	-1	-1	-1	-1	0	0
ASNS	0	1	1	1	1	-1	1	1	1	0	1	1	1	1	1	1	1	0	0	-1	0	0	1	1	0	1	1	0	1	1
ASPA	-1	-1	-1	-1	-1	0	-1	-1	-1	1	1	1	1	-1	-1	1	1	-1	-1	-1	0	0	-1	0	-1	1	-1	-1	0	0
ASPH	0	-1	1	-1	-1	-1	1	1	0	1	1	1	-1	1	1	0	1	1	1	1	1	1	0	-1	-1	1	1	1	-2	-1
ASS1	1	0	1	1	-1	1	0	-1	0	0	1	-1	1	-1	0	-1	-1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	-1
ASTN1	1	1	-1	1	0	1	-1	1	-1	1	0	1	1	1	1	1	-1	1	1	-1	1	0	0	1	1	1	0	1	-1	-1
SERPINC1	1	1	1	1	0	0	-1	1	1	1	0	1	1	1	1	1	-1	1	1	1	1	0	0	1	1	1	0	1	-1	1
ZFHX3	-1	-1	1	1	1	-1	1	-1	-1	1	0	-1	1	1	1	0	-1	1	0	0	0	0	0	1	0	1	-1	-1	1	-1
ATF1	-1	0	1	-1	1	-1	1	1	-1	1	0	1	0	-1	1	1	1	1	0	-1	1	0	-1	1	0	-1	-1	1	1	-1
ATF3	1	1	-1	1	1	-1	-1	1	-2	-1	0	1	-1	1	-1	1	-1	1	1	1	1	0	0	1	2	1	-1	1	-1	1
ATF4	-1	-1	-1	1	1	0	0	0	1	-1	1	-1	0	-1	-1	0	-1	1	-1	1	1	0	-1	-1	-1	1	1	-1	-1	-1
ATIC	1	0	-1	1	-1	1	-1	0	-1	0	0	0	1	1	-1	0	-1	0	-1	0	0	0	-1	-1	1	-1	-1	0	-1	1
ATM	2	-1	-1	1	0	-1	1	0	1	0	0	0	-1	1	1	1	1	-1	-1	-1	-1	1	1	-1	1	0	-1	-1	1	0
RERE	-1	1	0	-1	1	0	1	0	-1	0	0	1	-1	1	-1	-1	1	-1	-1	-1	1	0	-1	-1	-1	-1	0	1	-1	1
ATOH1	0	1	1	0	0	1	1	0	-1	0	-1	0	0	0	0	-1	0	-1	-1	1	1	1	1	-1	-1	-1	1	-1	-1	0
ATOX1	-1	-1	0	0	-1	1	1	1	-1	1	-1	0	1	-1	0	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	1
ATP1A1	1	1	1	1	1	-1	1	0	-1	-1	0	0	0	2	-1	-1	-1	-2	-1	0	-1	-1	0	-1	-1	1	0	-1	-1	-1
ATP1A2	1	1	2	1	0	0	-1	1	1	2	-1	1	1	1	-1	1	-1	1	1	1	1	0	0	1	2	0	0	1	-1	1
ATP1A3	1	-1	-1	-1	1	-1	-1	0	1	0	1	1	1	-1	1	2	-1	1	2	-1	1	0	1	-1	0	1	0	1	-1	0
ATP12A	-1	-1	-1	-1	-1	1	-1	-1	-1	0	0	0	1	1	-1	-1	-1	0	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1
ATP1A4	1	1	2	1	0	0	-1	1	1	2	-1	1	1	1	-1	1	-1	1	1	1	1	0	0	1	2	0	0	1	-1	1
ATP1B1	1	1	1	1	0	0	-1	1	1	1	0	1	1	1	1	1	-1	1	1	1	1	0	0	1	1	1	0	1	-1	1
ATP1B2	-1	-1	-1	-1	-1	0	-1	-1	-1	1	1	1	1	-1	-1	0	0	0	-1	-1	1	0	-1	0	-1	1	-1	-1	0	0
ATP1B3	1	1	-1	-1	1	-1	0	0	1	1	1	-1	-1	-1	-1	1	1	2	1	-1	1	0	0	1	-1	1	-1	0	0	0
FXYD2	2	-1	-1	1	-1	1	1	0	1	0	-1	0	-1	1	1	0	0	-1	-1	-1	-1	0	1	-1	1	0	-1	-1	1	1
ATP2A1	-1	-1	1	1	1	0	1	1	0	0	0	0	1	1	-1	0	-1	1	0	-1	0	0	0	1	1	1	-1	1	1	0
ATP2A2	-1	0	-1	0	1	-1	1	1	-1	1	0	1	0	-1	-1	1	1	-1	0	-1	-1	0	-1	1	-1	0	0	-1	1	-1
ATP2A3	-1	-1	-1	-1	-1	0	-1	-1	-1	1	1	1	1	-1	-1	0	1	-1	-1	-1	0	0	-1	0	-1	1	-1	-1	0	0
ATP2B1	-1	0	1	0	1	-1	2	0	-1	1	1	1	0	0	0	1	1	0	1	0	0	1	1	1	-1	-1	1	-1	1	-1
ATP2B2	-1	-1	-1	0	-1	-1	1	0	0	-1	-1	0	1	-1	-1	1	-1	0	-1	1	-1	-1	-1	-1	0	-1	0	-1	0	-1
ATP2B4	1	1	-1	1	0	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	2	1	-1	1	-1	1
ATP4A	1	-1	1	-1	1	-1	-1	0	0	0	0	0	1	-1	1	2	-1	1	2	1	1	0	1	-1	0	1	0	2	-1	0
ATP4B	1	-1	1	-1	-1	-1	0	-1	-1	1	-1	0	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1
ATP5A1	-1	-1	-1	-1	-1	0	0	0	1	0	0	1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	-1	0	1	0	0	-1	-1
ALDH7A1	-1	-1	1	0	-1	1	1	1	-1	1	-1	0	-1	-1	1	-1	-1	0	0	1	-1	-1	-1	-1	-1	1	-1	0	-1	1
ATP5B	-1	0	1	-1	1	2	1	1	-1	2	0	1	0	-1	1	1	1	1	0	-1	1	0	-1	1	-1	-1	-1	0	1	-1
ATP5C1	-1	-1	1	1	2	1	-1	1	1	1	1	1	1	-1	1	0	1	1	0	1	-1	0	1	-1	-1	0	0	1	-1	-1
ATP5D	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	1	-1	-1	1	1	1	-1	1	0	1	-1	-1	-1	-1	1	0
ATP5E	1	1	-1	0	1	1	-1	1	0	1	-1	1	1	1	1	1	1	1	1	-1	1	0	1	1	1	1	1	0	1	0
ATP5F1	2	0	0	0	1	-1	1	0	-1	-1	0	0	-1	1	-1	-1	-1	-2	-1	0	-1	-1	0	-1	-1	1	0	-1	-1	-1
ATP5G1	1	1	1	-1	-1	1	1	1	0	1	1	1	-1	1	1	0	0	1	-1	1	1	0	0	-1	1	-1	-1	0	0	1
ATP5G2	-1	0	1	-1	1	-1	1	1	0	1	0	1	0	-1	1	1	1	1	0	-1	1	0	1	1	0	-1	-1	1	1	-1
ATP5G3	1	0	1	1	-1	1	-1	0	-1	0	0	0	1	1	0	1	-1	0	-1	0	0	0	-1	-1	0	-1	-1	0	1	0
ATP5I	-1	0	1	0	0	1	1	0	1	1	0	1	1	1	-1	-1	0	-1	1	1	1	0	0	-1	-1	-1	2	-1	-1	-1
ATP5J	-1	-1	-1	-1	1	0	-2	0	-1	1	-1	1	-1	1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1
ATP6V1A	1	1	0	-1	1	-1	0	0	-1	0	1	-1	-1	-1	0	1	1	0	1	-1	1	0	1	1	-1	1	1	-1	1	0
ATP6V1B1	0	0	-1	1	1	1	-1	0	-1	0	1	0	-1	-1	-1	1	0	1	0	0	1	0	0	1	1	1	-1	0	1	0
ATP6V1B2	-1	-1	0	-1	-1	1	-1	-1	-1	1	0	-1	-1	-1	-2	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
ATP6V0C	1	-1	-1	0	1	0	1	-1	0	0	1	1	0	1	-1	-1	-1	1	1	-1	-1	-1	1	1	1	1	-1	1	-1	0
ATP6V1C1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	-1	1	0	1	0	-1	1	1	1	-1
ATP6V1E1	-1	-1	0	0	1	0	-1	0	1	2	1	-1	0	-1	-1	0	1	-1	-2	1	1	0	0	-1	-1	1	1	1	-1	0
ATP6V0B	-1	0	0	0	1	0	1	0	-1	1	0	0	-1	1	1	-1	1	0	2	0	-1	0	-1	1	-1	1	0	0	-1	-1
ATP6V1G2	1	-1	0	0	1	-1	-1	0	0	-1	0	0	-1	-1	1	0	1	0	-1	1	1	0	0	1	0	0	0	-1	-1	0
